Order ID,Customer Name,Category,Sub Category,City,Order Date,Region,Sales,Discount,Profit,State
OD547,Yadav,Snacks,Chocolates,Viman Nagar,11/19/2024,East,1404,0.3,294.84,Maharashtra
OD548,Komal,Bakery,Cakes,Hinjawadi,11/19/2024,East,888,0.23,337.44,Maharashtra
OD549,Adavan,"Eggs, Meat & Fish",Fish,Bhosari,11/15/2022,Central,659,0.28,204.29,Maharashtra
OD550,Yadav,Beverages,Soft Drinks,Sholapur,11/15/2022,Central,1167,0.3,501.81,Maharashtra
OD551,Ravi,"Eggs, Meat & Fish",Chicken,Dhanori,11/15/2022,Central,1471,0.1,308.91,Maharashtra
OD552,Verma,"Eggs, Meat & Fish",Mutton,Rajgurunagar,4/15/2023,West,2481,0.26,421.77,Maharashtra
OD553,Shree,Beverages,Soft Drinks,Viman Nagar,09-11-2024,South,2336,0.34,607.36,Maharashtra
OD554,Yadav,Beverages,Health Drinks,Baner,11/24/2024,Central,1696,0.21,84.8,Maharashtra
OD555,Arutra,Oil & Masala,Spices,Hadapsar,6/29/2024,West,1904,0.26,628.32,Maharashtra
OD556,Yadav,"Eggs, Meat & Fish",Eggs,Mundhwa,03-03-2021,South,861,0.2,163.59,Maharashtra
OD557,Yusuf,Fruits & Veggies,Organic Vegetables,Bavdhan,06-10-2023,West,1505,0.29,376.25,Maharashtra
OD558,Ganesh,"Eggs, Meat & Fish",Eggs,Dehu Road,06-10-2023,West,1791,0.19,608.94,Maharashtra
OD559,Esther,Snacks,Noodles,Rajgurunagar,06-10-2023,West,1826,0.22,91.3,Maharashtra
OD560,Kumar,"Eggs, Meat & Fish",Fish,Viman Nagar,11/20/2024,West,768,0.25,268.8,Maharashtra
OD561,Yadav,Bakery,Breads & Buns,Hadapsar,11/20/2024,West,1551,0.21,511.83,Maharashtra
OD562,Esther,Fruits & Veggies,Organic Fruits,Rajgurunagar,9/14/2021,South,1313,0.31,525.2,Maharashtra
OD563,Ram,Fruits & Veggies,Fresh Vegetables,Dehu Road,9/14/2021,South,1455,0.3,494.7,Maharashtra
OD564,Shree,Fruits & Veggies,Organic Fruits,Pune,12-07-2022,West,777,0.25,186.48,Maharashtra
OD565,Akash,Beverages,Health Drinks,Lonikand,12-07-2022,West,2179,0.31,326.85,Maharashtra
OD566,Amrish,Fruits & Veggies,Fresh Fruits,Camp,12-07-2024,West,1527,0.16,305.4,Maharashtra
OD567,Ridhesh,Bakery,Biscuits,Lonikand,10-01-2024,West,2207,0.33,132.42,Maharashtra
OD568,Surya,"Eggs, Meat & Fish",Eggs,Pune Cantonment,10-01-2024,West,1879,0.28,563.7,Maharashtra
OD569,Yusuf,Oil & Masala,Edible Oil & Ghee,Dhanori,10-01-2024,West,1668,0.1,283.56,Maharashtra
OD570,Malik,Food Grains,Rice,Viman Nagar,10-01-2024,West,727,0.23,247.18,Maharashtra
OD571,Muneer,Bakery,Cakes,Baner,12/28/2024,East,979,0.1,430.76,Maharashtra
OD572,Hussain,Bakery,Breads & Buns,Viman Nagar,12/28/2024,East,1362,0.18,381.36,Maharashtra
OD573,James,Bakery,Biscuits,Hinjawadi,12/28/2024,East,1626,0.24,650.4,Maharashtra
OD574,Ridhesh,Fruits & Veggies,Fresh Vegetables,Hinjawadi,12/28/2024,East,681,0.23,286.02,Maharashtra
OD575,James,"Eggs, Meat & Fish",Eggs,Mulshi,11-03-2023,West,2023,0.21,322.72,Maharashtra
OD576,Komal,Beverages,Health Drinks,Pimpri-Chinchwad,9/18/2022,West,980,0.16,205.8,Maharashtra
OD577,Peer,Bakery,Biscuits,Pimpri-Chinchwad,9/18/2022,West,931,0.31,418.95,Maharashtra
OD578,Vinne,Food Grains,Organic Staples,Pune,9/18/2022,West,1454,0.31,276.26,Maharashtra
OD579,Komal,Fruits & Veggies,Organic Vegetables,Pimpri-Chinchwad,7/20/2024,Central,2139,0.14,192.51,Maharashtra
OD580,Akash,Food Grains,Organic Staples,Aundh,7/20/2024,Central,1456,0.14,567.84,Maharashtra
OD581,Ridhesh,Fruits & Veggies,Organic Fruits,Kothrud,09-10-2022,West,2403,0.14,480.6,Maharashtra
OD582,Suresh,Beverages,Soft Drinks,Bibwewadi,12-01-2024,West,822,0.13,98.64,Maharashtra
OD583,Ramesh,Food Grains,Atta & Flour,Hinjawadi,12-01-2024,West,750,0.16,165,Maharashtra
OD584,Hussain,Fruits & Veggies,Fresh Fruits,Sholapur,12-01-2024,West,1483,0.29,281.77,Maharashtra
OD585,Ramesh,"Eggs, Meat & Fish",Fish,Pune,12-01-2024,West,1072,0.3,310.88,Maharashtra
OD586,Veronica,Snacks,Cookies,Kothrud,12-01-2024,West,842,0.22,176.82,Maharashtra
OD587,Aditi,Snacks,Chocolates,Koregaon Park,07-03-2022,South,1479,0.29,73.95,Maharashtra
OD588,Amy,Oil & Masala,Spices,Camp,07-03-2022,South,619,0.12,229.03,Maharashtra
OD589,Amy,Food Grains,Rice,Pune Cantonment,3/20/2023,West,1784,0.29,428.16,Maharashtra
OD590,Veronica,Bakery,Cakes,Rajgurunagar,3/20/2023,West,1586,0.31,650.26,Maharashtra
OD591,Rumaiza,Oil & Masala,Masalas,Pune University,3/20/2023,West,1354,0.24,324.96,Maharashtra
OD592,Muneer,Fruits & Veggies,Organic Vegetables,Narhe,3/20/2023,West,1545,0.34,432.6,Maharashtra
OD593,Roshan,Food Grains,Dals & Pulses,Narhe,01-09-2021,Central,2409,0.27,867.24,Maharashtra
OD594,Sudha,Oil & Masala,Spices,Sholapur,01-09-2021,Central,1432,0.15,300.72,Maharashtra
OD595,Kumar,Snacks,Noodles,Narhe,08-08-2021,West,1443,0.25,533.91,Maharashtra
OD596,Sudha,Food Grains,Rice,Narhe,08-08-2021,West,1770,0.19,177,Maharashtra
OD597,Yusuf,Beverages,Health Drinks,Pune,08-08-2021,West,1298,0.3,272.58,Maharashtra
OD598,Kumar,"Eggs, Meat & Fish",Eggs,Dehu Road,08-08-2021,West,1674,0.12,652.86,Maharashtra
OD599,Arutra,"Eggs, Meat & Fish",Eggs,Koregaon Park,7/14/2023,East,1925,0.16,712.25,Maharashtra
OD600,Adavan,Fruits & Veggies,Fresh Vegetables,Bavdhan,7/16/2023,East,1963,0.27,392.6,Maharashtra
OD601,Sudeep,Snacks,Chocolates,Bhosari,7/16/2023,East,1899,0.3,797.58,Maharashtra
OD602,Anu,Beverages,Soft Drinks,Mulshi,7/16/2023,East,2172,0.2,608.16,Maharashtra
OD603,Ravi,Oil & Masala,Spices,Hadapsar,3/15/2021,South,2289,0.2,618.03,Maharashtra
OD604,Ram,Snacks,Noodles,Viman Nagar,3/15/2021,South,2110,0.3,590.8,Maharashtra
OD605,Peer,Beverages,Health Drinks,Bibwewadi,3/15/2021,South,1577,0.33,599.26,Maharashtra
OD606,James,Beverages,Health Drinks,Narhe,3/15/2021,South,2092,0.17,920.48,Maharashtra
OD607,Yusuf,Beverages,Soft Drinks,Mundhwa,3/15/2021,South,2269,0.21,907.6,Maharashtra
OD608,Sharon,Oil & Masala,Spices,Dehu Road,5/23/2021,East,1426,0.14,470.58,Maharashtra
OD609,Rumaiza,"Eggs, Meat & Fish",Eggs,Koregaon Park,5/23/2021,East,1895,0.28,852.75,Maharashtra
OD610,Komal,Fruits & Veggies,Organic Fruits,Bibwewadi,5/23/2021,East,580,0.14,168.2,Maharashtra
OD611,Ganesh,Snacks,Noodles,Koregaon Park,4/28/2023,Central,791,0.19,142.38,Maharashtra
OD612,Sudeep,Food Grains,Atta & Flour,Bibwewadi,4/28/2023,Central,1167,0.28,303.42,Maharashtra
OD613,Mathew,Snacks,Chocolates,Bhosari,09-11-2023,East,1138,0.29,102.42,Maharashtra
OD614,Jonas,Beverages,Health Drinks,Bhosari,09-11-2023,East,885,0.19,265.5,Maharashtra
OD615,Anu,Snacks,Noodles,Pune,11/14/2024,East,1149,0.25,471.09,Maharashtra
OD616,Vidya,Food Grains,Atta & Flour,Dehu Road,11/14/2024,East,753,0.23,301.2,Maharashtra
OD617,Sundar,Food Grains,Atta & Flour,Mundhwa,8/18/2024,East,2493,0.23,922.41,Maharashtra
OD618,Sheeba,"Eggs, Meat & Fish",Mutton,Camp,8/18/2024,East,2236,0.24,961.48,Maharashtra
OD619,Sudeep,"Eggs, Meat & Fish",Fish,Bavdhan,8/18/2024,East,2106,0.16,884.52,Maharashtra
OD620,Veena,Bakery,Biscuits,Bibwewadi,8/18/2024,East,1873,0.33,618.09,Maharashtra
OD621,Malik,Snacks,Chocolates,Viman Nagar,8/18/2024,East,1155,0.31,138.6,Maharashtra
OD622,Shah,"Eggs, Meat & Fish",Mutton,Wagholi,12/26/2021,Central,1881,0.27,432.63,Maharashtra
OD623,Haseena,Beverages,Health Drinks,Dehu Road,11/29/2022,Central,2285,0.21,982.55,Maharashtra
OD624,Shree,Bakery,Biscuits,Camp,11/29/2022,Central,561,0.23,134.64,Maharashtra
OD625,Surya,"Eggs, Meat & Fish",Eggs,Bhosari,11/29/2022,Central,1482,0.19,340.86,Maharashtra
OD626,Hafiz,Fruits & Veggies,Organic Vegetables,Aundh,11/29/2022,Central,977,0.18,332.18,Maharashtra
OD627,Akash,Food Grains,Atta & Flour,Viman Nagar,9/15/2024,East,1595,0.14,717.75,Maharashtra
OD628,Alan,Fruits & Veggies,Organic Vegetables,Hadapsar,5/19/2024,West,1069,0.28,128.28,Maharashtra
OD629,Esther,Beverages,Soft Drinks,Rajgurunagar,12/17/2024,West,566,0.2,215.08,Maharashtra
OD630,Harish,Beverages,Soft Drinks,Kothrud,12/17/2024,West,1551,0.27,155.1,Maharashtra
OD631,Hafiz,"Eggs, Meat & Fish",Chicken,Rajgurunagar,12-11-2023,West,1279,0.13,409.28,Maharashtra
OD632,Willams,Bakery,Biscuits,Rajgurunagar,12-11-2023,West,745,0.26,208.6,Maharashtra
OD633,Rumaiza,Food Grains,Rice,Aundh,12-11-2023,West,540,0.17,32.4,Maharashtra
OD634,Sudha,"Eggs, Meat & Fish",Eggs,Sholapur,9/24/2024,South,620,0.29,43.4,Maharashtra
OD635,Amy,"Eggs, Meat & Fish",Fish,Bhosari,9/24/2024,South,1931,0.26,308.96,Maharashtra
OD636,Verma,Bakery,Biscuits,Camp,10-04-2022,South,2151,0.27,215.1,Maharashtra
OD637,Haseena,Food Grains,Atta & Flour,Wagholi,8/15/2023,West,1547,0.15,665.21,Maharashtra
OD638,Shree,Bakery,Breads & Buns,Pune,8/15/2023,West,926,0.28,240.76,Maharashtra
OD639,Vidya,Bakery,Breads & Buns,Dhanori,5/20/2023,West,1419,0.34,283.8,Maharashtra
OD640,Vinne,Snacks,Cookies,Pune University,5/20/2023,West,534,0.16,101.46,Maharashtra
OD641,Hafiz,Oil & Masala,Spices,Aundh,12/18/2023,Central,2037,0.21,448.14,Maharashtra
OD642,Muneer,Food Grains,Atta & Flour,Pune,7/30/2024,West,966,0.13,183.54,Maharashtra
OD643,Veena,Food Grains,Atta & Flour,Kothrud,7/30/2024,West,1125,0.21,427.5,Maharashtra
OD644,Verma,Oil & Masala,Spices,Mulshi,06-10-2024,Central,2333,0.14,139.98,Maharashtra
OD645,Esther,Snacks,Noodles,Baner,7/21/2024,East,1361,0.24,299.42,Maharashtra
OD646,Hussain,"Eggs, Meat & Fish",Eggs,Dehu Road,12/30/2024,Central,1656,0.31,149.04,Maharashtra
OD647,Malik,Snacks,Noodles,Bhosari,04-01-2023,West,1351,0.25,202.65,Maharashtra
OD648,Aditi,Beverages,Health Drinks,Sholapur,04-01-2023,West,992,0.33,109.12,Maharashtra
OD649,Suresh,"Eggs, Meat & Fish",Fish,Kothrud,12-11-2023,West,559,0.1,223.6,Maharashtra
OD650,Amy,Snacks,Chocolates,Bibwewadi,12-11-2023,West,2404,0.23,697.16,Maharashtra
OD651,Jackson,Food Grains,Rice,Wagholi,12-11-2023,West,1082,0.28,421.98,Maharashtra
OD652,Ramesh,"Eggs, Meat & Fish",Fish,Aundh,10/23/2023,East,1051,0.21,147.14,Maharashtra
OD653,Shree,Fruits & Veggies,Organic Vegetables,Baner,6/19/2024,East,1578,0.22,362.94,Maharashtra
OD654,Aditi,Oil & Masala,Edible Oil & Ghee,Dehu Road,6/19/2024,East,1086,0.27,434.4,Maharashtra
OD655,Rumaiza,Bakery,Cakes,Kothrud,8/22/2023,East,1703,0.2,221.39,Maharashtra
OD656,Yusuf,Food Grains,Rice,Pune,8/22/2023,East,1630,0.13,537.9,Maharashtra
OD657,Yusuf,Snacks,Chocolates,Pune Cantonment,8/22/2023,East,1689,0.31,236.46,Maharashtra
OD658,Peer,Beverages,Health Drinks,Hadapsar,9/19/2023,Central,1972,0.3,216.92,Maharashtra
OD659,Jackson,Oil & Masala,Masalas,Pune Cantonment,9/19/2023,Central,1797,0.28,682.86,Maharashtra
OD660,Ridhesh,Beverages,Soft Drinks,Mundhwa,8/24/2022,Central,1562,0.16,421.74,Maharashtra
OD661,Ganesh,Fruits & Veggies,Fresh Fruits,Mulshi,8/24/2022,Central,2398,0.29,671.44,Maharashtra
OD662,Komal,Bakery,Cakes,Rajgurunagar,8/24/2022,Central,2372,0.13,237.2,Maharashtra
OD663,Ramesh,Beverages,Soft Drinks,Kothrud,8/24/2022,Central,1527,0.1,106.89,Maharashtra
OD664,Ganesh,Snacks,Chocolates,Dehu Road,3/26/2023,East,884,0.29,150.28,Maharashtra
OD665,Arutra,Fruits & Veggies,Fresh Vegetables,Pune,11-04-2023,South,2482,0.17,645.32,Maharashtra
OD666,Jackson,Food Grains,Atta & Flour,Mundhwa,06-08-2024,Central,1250,0.3,125,Maharashtra
OD667,Jonas,Food Grains,Rice,Sholapur,06-08-2024,Central,1548,0.14,356.04,Maharashtra
OD668,Willams,Beverages,Health Drinks,Dehu Road,06-08-2024,Central,2147,0.25,536.75,Maharashtra
OD669,Kumar,"Eggs, Meat & Fish",Fish,Pune,12/24/2021,East,2159,0.19,647.7,Maharashtra
OD670,Roshan,Snacks,Noodles,Narhe,06-09-2024,Central,1054,0.2,432.14,Maharashtra
OD671,Shree,"Eggs, Meat & Fish",Fish,Sholapur,06-09-2024,Central,883,0.12,291.39,Maharashtra
OD672,Ram,Oil & Masala,Spices,Pune Cantonment,06-09-2024,Central,1676,0.15,134.08,Maharashtra
OD673,Akash,Fruits & Veggies,Fresh Vegetables,Aundh,6/15/2024,Central,2323,0.25,673.67,Maharashtra
OD674,Arutra,"Eggs, Meat & Fish",Eggs,Koregaon Park,12-05-2024,Central,1292,0.29,297.16,Maharashtra
OD675,Adavan,Food Grains,Organic Staples,Pune Cantonment,12-05-2024,Central,2421,0.11,387.36,Maharashtra
OD676,Vidya,Bakery,Cakes,Hinjawadi,12-05-2024,Central,1204,0.19,457.52,Maharashtra
OD677,Vidya,Snacks,Cookies,Bhosari,3/18/2024,Central,2118,0.13,868.38,Maharashtra
OD678,Komal,"Eggs, Meat & Fish",Chicken,Wagholi,3/18/2024,Central,1832,0.21,549.6,Maharashtra
OD679,Ganesh,Beverages,Health Drinks,Viman Nagar,3/18/2024,Central,1136,0.33,170.4,Maharashtra
OD680,Sabeela,"Eggs, Meat & Fish",Fish,Baner,3/18/2024,Central,1952,0.22,585.6,Maharashtra
OD681,Komal,Beverages,Health Drinks,Pune,11/19/2023,East,1686,0.27,573.24,Maharashtra
OD682,Mathew,Oil & Masala,Spices,Narhe,11/19/2023,East,2202,0.19,748.68,Maharashtra
OD683,Verma,"Eggs, Meat & Fish",Chicken,Hadapsar,11/19/2023,East,2397,0.26,743.07,Maharashtra
OD684,Suresh,Snacks,Chocolates,Baner,11-04-2024,South,1709,0.28,615.24,Maharashtra
OD685,Ram,Snacks,Noodles,Rajgurunagar,11-04-2024,South,2340,0.29,444.6,Maharashtra
OD686,Amy,Oil & Masala,Spices,Pune Cantonment,07-05-2021,South,1130,0.34,327.7,Maharashtra
OD687,Sudha,Oil & Masala,Masalas,Koregaon Park,07-05-2021,South,960,0.19,144,Maharashtra
OD688,Yusuf,Bakery,Cakes,Pune Cantonment,07-05-2021,South,2142,0.21,149.94,Maharashtra
OD689,Shah,Oil & Masala,Masalas,Pune,12/25/2024,East,774,0.27,69.66,Maharashtra
OD690,Yusuf,Food Grains,Rice,Narhe,6/21/2021,South,2427,0.28,461.13,Maharashtra
OD691,Jonas,Food Grains,Organic Staples,Bavdhan,6/21/2021,South,2231,0.23,379.27,Maharashtra
OD692,Yadav,"Eggs, Meat & Fish",Chicken,Hadapsar,6/21/2021,South,1163,0.25,314.01,Maharashtra
OD693,Harish,Oil & Masala,Spices,Koregaon Park,3/28/2022,West,520,0.1,52,Maharashtra
OD694,James,Bakery,Breads & Buns,Koregaon Park,3/28/2022,West,713,0.28,299.46,Maharashtra
OD695,Mathew,Bakery,Biscuits,Hadapsar,5/14/2022,East,2128,0.1,425.6,Maharashtra
OD696,Esther,"Eggs, Meat & Fish",Mutton,Bibwewadi,5/14/2022,East,2302,0.18,230.2,Maharashtra
OD697,Yusuf,Oil & Masala,Masalas,Wagholi,5/14/2022,East,1735,0.11,572.55,Maharashtra
OD698,Akash,Beverages,Health Drinks,Sholapur,5/14/2022,East,2178,0.13,718.74,Maharashtra
OD699,Willams,"Eggs, Meat & Fish",Chicken,Aundh,5/14/2022,East,2173,0.12,956.12,Maharashtra
OD700,Haseena,Oil & Masala,Edible Oil & Ghee,Hadapsar,5/14/2022,East,1064,0.27,234.08,Maharashtra
OD701,Sharon,Beverages,Health Drinks,Wagholi,5/14/2022,East,1259,0.25,276.98,Maharashtra
OD702,Komal,Bakery,Breads & Buns,Sholapur,09-02-2024,East,2086,0.23,229.46,Maharashtra
OD703,Vince,Oil & Masala,Spices,Viman Nagar,11-04-2023,West,2062,0.18,268.06,Maharashtra
OD704,James,Bakery,Biscuits,Camp,04-09-2022,West,2463,0.32,197.04,Maharashtra
OD705,Adavan,Food Grains,Dals & Pulses,Sholapur,09-12-2021,South,506,0.22,136.62,Maharashtra
OD706,Shree,"Eggs, Meat & Fish",Chicken,Wagholi,09-12-2021,South,1354,0.35,500.98,Maharashtra
OD707,Roshan,Snacks,Chocolates,Hinjawadi,09-12-2021,South,1030,0.25,247.2,Maharashtra
OD708,Sudeep,Oil & Masala,Masalas,Mulshi,12-02-2021,East,530,0.28,174.9,Maharashtra
OD709,Amrish,Beverages,Soft Drinks,Rajgurunagar,12-02-2021,East,1409,0.11,408.61,Maharashtra
OD710,Yadav,Bakery,Breads & Buns,Pune,12-02-2021,East,1419,0.27,255.42,Maharashtra
OD711,Roshan,Food Grains,Atta & Flour,Viman Nagar,04-05-2021,East,2371,0.32,900.98,Maharashtra
OD712,Sabeela,Snacks,Noodles,Pimpri-Chinchwad,09-03-2024,South,1078,0.21,258.72,Maharashtra
OD713,Akash,"Eggs, Meat & Fish",Eggs,Aundh,5/19/2024,East,1084,0.21,54.2,Maharashtra
OD714,Krithika,Food Grains,Atta & Flour,Bavdhan,5/19/2024,East,1498,0.19,179.76,Maharashtra
OD715,Veena,Food Grains,Dals & Pulses,Dhanori,5/19/2024,East,1797,0.28,449.25,Maharashtra
OD716,Amy,Food Grains,Dals & Pulses,Hinjawadi,07-01-2021,West,1596,0.34,351.12,Maharashtra
OD717,James,Fruits & Veggies,Fresh Fruits,Pune University,01-11-2021,East,2019,0.14,868.17,Maharashtra
OD718,Arvind,Bakery,Breads & Buns,Camp,9/24/2024,East,2146,0.21,643.8,Maharashtra
OD719,Sharon,"Eggs, Meat & Fish",Eggs,Viman Nagar,06-02-2021,West,544,0.3,174.08,Maharashtra
OD720,Sharon,Fruits & Veggies,Fresh Vegetables,Pune University,06-02-2021,West,1271,0.3,152.52,Maharashtra
OD721,Sabeela,Beverages,Soft Drinks,Bavdhan,2/13/2023,West,762,0.18,129.54,Maharashtra
OD722,Hussain,Bakery,Cakes,Bibwewadi,12/15/2023,Central,1862,0.16,800.66,Maharashtra
OD723,Veena,Oil & Masala,Edible Oil & Ghee,Wagholi,12/15/2023,Central,617,0.31,209.78,Maharashtra
OD724,Krithika,"Eggs, Meat & Fish",Fish,Hinjawadi,10-07-2021,East,2130,0.23,426,Maharashtra
OD725,Kumar,Food Grains,Dals & Pulses,Hadapsar,07-07-2023,South,1272,0.3,63.6,Maharashtra
OD726,Ridhesh,Food Grains,Dals & Pulses,Viman Nagar,9/16/2024,Central,661,0.14,92.54,Maharashtra
OD727,Verma,"Eggs, Meat & Fish",Chicken,Bavdhan,9/16/2024,Central,2290,0.29,480.9,Maharashtra
OD728,Ganesh,Beverages,Health Drinks,Pune,12-03-2023,East,1182,0.19,260.04,Maharashtra
OD729,Jonas,Oil & Masala,Masalas,Mulshi,12-03-2023,East,2128,0.34,893.76,Maharashtra
OD730,Sudeep,Oil & Masala,Masalas,Hadapsar,12-03-2023,East,2042,0.2,735.12,Maharashtra
OD731,Verma,"Eggs, Meat & Fish",Eggs,Narhe,12-03-2023,East,1819,0.17,582.08,Maharashtra
OD732,Hafiz,Bakery,Cakes,Pimpri-Chinchwad,12-03-2023,East,2310,0.35,993.3,Maharashtra
OD733,Yadav,Bakery,Breads & Buns,Lonikand,1/21/2024,West,1405,0.14,252.9,Maharashtra
OD734,Akash,Beverages,Soft Drinks,Mundhwa,1/21/2024,West,2103,0.1,883.26,Maharashtra
OD735,Arvind,Oil & Masala,Spices,Pune,1/21/2024,West,2158,0.28,366.86,Maharashtra
OD736,James,Snacks,Noodles,Hadapsar,1/21/2024,West,1399,0.26,307.78,Maharashtra
OD737,Komal,Snacks,Cookies,Mundhwa,1/21/2024,West,1333,0.23,199.95,Maharashtra
OD738,Ravi,Snacks,Noodles,Mulshi,1/21/2024,West,2014,0.28,443.08,Maharashtra
OD739,Arvind,Oil & Masala,Edible Oil & Ghee,Rajgurunagar,09-08-2021,West,1808,0.24,108.48,Maharashtra
OD740,Haseena,Bakery,Cakes,Dehu Road,01-04-2021,Central,2033,0.15,325.28,Maharashtra
OD741,Vinne,Beverages,Health Drinks,Pune Cantonment,01-04-2021,Central,698,0.32,223.36,Maharashtra
OD742,Sudha,Snacks,Chocolates,Kothrud,01-04-2021,Central,759,0.27,174.57,Maharashtra
OD743,James,Food Grains,Organic Staples,Pune,8/27/2023,Central,700,0.33,252,Maharashtra
OD744,Arvind,Bakery,Cakes,Pimpri-Chinchwad,8/27/2023,Central,550,0.32,203.5,Maharashtra
OD745,Verma,Food Grains,Organic Staples,Narhe,8/27/2023,Central,1454,0.1,232.64,Maharashtra
OD746,Harish,"Eggs, Meat & Fish",Chicken,Bavdhan,8/27/2023,Central,1194,0.28,143.28,Maharashtra
OD747,Esther,Oil & Masala,Spices,Narhe,5/27/2021,West,637,0.13,267.54,Maharashtra
OD748,Ramesh,"Eggs, Meat & Fish",Mutton,Koregaon Park,5/27/2021,West,516,0.12,196.08,Maharashtra
OD749,Ram,Fruits & Veggies,Fresh Vegetables,Pimpri-Chinchwad,3/20/2023,Central,2238,0.16,604.26,Maharashtra
OD750,Adavan,"Eggs, Meat & Fish",Eggs,Bibwewadi,10-02-2024,Central,2032,0.17,386.08,Maharashtra
OD751,Ridhesh,Oil & Masala,Edible Oil & Ghee,Hadapsar,10-02-2024,Central,1842,0.18,755.22,Maharashtra
OD752,Hafiz,Fruits & Veggies,Organic Fruits,Baner,10-02-2024,Central,1589,0.35,190.68,Maharashtra
OD753,Alan,Food Grains,Rice,Kothrud,10-02-2024,Central,1531,0.14,214.34,Maharashtra
OD754,Vidya,"Eggs, Meat & Fish",Eggs,Mundhwa,04-07-2023,West,1641,0.32,656.4,Maharashtra
OD755,Veena,Bakery,Cakes,Hadapsar,12-07-2022,West,1586,0.16,697.84,Maharashtra
OD756,Muneer,Beverages,Soft Drinks,Mundhwa,9/18/2023,South,1655,0.32,380.65,Maharashtra
OD757,Arutra,Snacks,Noodles,Mundhwa,12/29/2021,Central,1958,0.18,215.38,Maharashtra
OD758,Ridhesh,Fruits & Veggies,Fresh Fruits,Narhe,12/29/2021,Central,1083,0.23,249.09,Maharashtra
OD759,Rumaiza,Bakery,Cakes,Narhe,7/23/2024,East,2031,0.19,101.55,Maharashtra
OD760,Adavan,"Eggs, Meat & Fish",Fish,Wagholi,9/18/2024,Central,1617,0.13,80.85,Maharashtra
OD761,Rumaiza,Beverages,Health Drinks,Hadapsar,8/31/2022,West,1758,0.31,580.14,Maharashtra
OD762,Krithika,Food Grains,Atta & Flour,Bhosari,11-03-2024,South,1881,0.11,733.59,Maharashtra
OD763,Ramesh,Snacks,Chocolates,Bibwewadi,02-08-2022,East,1658,0.34,132.64,Maharashtra
OD764,Amrish,Beverages,Health Drinks,Dehu Road,1/13/2021,South,1401,0.31,462.33,Maharashtra
OD765,Adavan,"Eggs, Meat & Fish",Chicken,Bibwewadi,1/13/2021,South,1949,0.18,760.11,Maharashtra
OD766,Kumar,Beverages,Health Drinks,Pune,1/13/2021,South,2239,0.1,985.16,Maharashtra
OD767,Arutra,Snacks,Noodles,Dehu Road,1/13/2021,South,1903,0.11,666.05,Maharashtra
OD768,Akash,Food Grains,Atta & Flour,Camp,1/13/2021,South,1367,0.13,136.7,Maharashtra
OD769,Muneer,Food Grains,Atta & Flour,Wagholi,5/14/2021,South,1000,0.28,420,Maharashtra
OD770,Ganesh,Food Grains,Rice,Bhosari,5/19/2023,South,535,0.18,219.35,Maharashtra
OD771,Ravi,"Eggs, Meat & Fish",Fish,Bavdhan,1/30/2024,Central,1562,0.23,218.68,Maharashtra
OD772,Shree,"Eggs, Meat & Fish",Fish,Baner,1/30/2024,Central,1114,0.22,189.38,Maharashtra
OD773,Sudeep,Food Grains,Organic Staples,Mulshi,1/30/2024,Central,2382,0.19,119.1,Maharashtra
OD774,Shah,Oil & Masala,Spices,Bhosari,1/30/2024,Central,649,0.11,201.19,Maharashtra
OD775,Rumaiza,Fruits & Veggies,Organic Fruits,Baner,1/30/2024,Central,1880,0.3,601.6,Maharashtra
OD776,Arvind,Beverages,Health Drinks,Kothrud,1/30/2024,Central,825,0.17,255.75,Maharashtra
OD777,Komal,Snacks,Cookies,Bhosari,6/29/2021,East,1026,0.2,379.62,Maharashtra
OD778,Veena,Food Grains,Rice,Pune Cantonment,8/21/2022,West,1273,0.32,152.76,Maharashtra
OD779,Adavan,Food Grains,Dals & Pulses,Narhe,8/21/2022,West,1072,0.15,182.24,Maharashtra
OD780,Harish,"Eggs, Meat & Fish",Eggs,Dhanori,8/21/2022,West,1794,0.2,430.56,Maharashtra
OD781,Vince,Bakery,Cakes,Pune University,8/21/2022,West,1889,0.26,604.48,Maharashtra
OD782,Yusuf,"Eggs, Meat & Fish",Eggs,Bhosari,10-03-2022,East,2196,0.14,790.56,Maharashtra
OD783,Sabeela,Food Grains,Rice,Baner,10-03-2022,East,1856,0.32,705.28,Maharashtra
OD784,Sabeela,Food Grains,Dals & Pulses,Sholapur,10-03-2022,East,2406,0.25,1010.52,Maharashtra
OD785,Vinne,"Eggs, Meat & Fish",Eggs,Pune Cantonment,10-03-2022,East,1746,0.22,576.18,Maharashtra
OD786,Adavan,"Eggs, Meat & Fish",Chicken,Aundh,5/23/2022,South,704,0.26,154.88,Maharashtra
OD787,Anu,Bakery,Breads & Buns,Rajgurunagar,3/17/2024,West,1787,0.21,268.05,Maharashtra
OD788,Arvind,Snacks,Cookies,Bavdhan,12-12-2022,West,825,0.1,313.5,Maharashtra
OD789,Ridhesh,Snacks,Cookies,Bavdhan,6/26/2022,South,1702,0.26,663.78,Maharashtra
OD790,Sundar,Snacks,Noodles,Camp,6/26/2022,South,1167,0.24,233.4,Maharashtra
OD791,Harish,Food Grains,Dals & Pulses,Pune University,6/26/2022,South,1059,0.16,349.47,Maharashtra
OD792,Aditi,Bakery,Breads & Buns,Rajgurunagar,6/26/2022,South,1546,0.1,479.26,Maharashtra
